"cause","effect"
"ESR1","EP300"
"ESR1","ESR2"
"ESR1","FOXO1"
"ESR1","FOXO3"
"ESR1","GADD45B"
"ESR1","GTF2H1"
"ESR1","HEXIM1"
"ESR1","HNF4A"
"ESR1","ISL1"
"ESR1","JUN"
"ESR1","JUND"
"ESR1","MAPK14"
"ESR1","MED24"
"ESR1","MPG"
"ESR1","NCOA2"
"ESR1","NCOA3"
"ESR1","NCOR1"
"ESR1","NCOR2"
"ESR1","NFKB1"
"ESR1","NR0B1"
"ESR1","NR0B2"
"ESR1","NR2C1"
"ESR1","NSD1"
"ESR1","PELP1"
"ESR1","PNRC2"
"ESR1","POU4F1"
"ESR1","POU4F2"
"ESR1","PPARGC1A"
"ESR1","PRDM2"
"ESR1","RARA"
"ESR1","RB1"
"ESR1","RBM39"
"ESR1","RNF4"
"ESR1","SAFB"
"ESR1","SMAD3"
"ESR1","SMARCA2"
"ESR1","SMARCE1"
"ESR1","SREBF1"
"ESR1","TAF10"
"ESR1","TP53"
"ESR1","TRIP4"
"ESR1","TRRAP"
"ESR1","USF1"
"ESR1","XBP1"
"ESR1","ZBTB17"
"ESR2","MAPK11"
"ESR2","NCOR1"
"ESR2","NR0B1"
"ESR2","NR0B2"
"ESR2","PNRC1"
"ESR2","SP1"
"ESR2","TRIM24"
"ESR2","ZBTB17"
"ESRRG","PROX1"
"ESRRG","PSMC5"
"ETF1","KEAP1"
"ETS1","CREBBP"
"ETS1","ETS2"
"ETS1","JUN"
"ETS1","MAF"
"ETS1","NFKB1"
"ETS1","PAX5"
"ETS1","SMAD3"
"ETS1","SP100"
"ETS2","CREBBP"
"ETS2","EP300"
"ETS2","JUN"
"ETS2","NCOR1"
"ETS2","POU5F1"
"ETV6","FLI1"
"EVL","HCK"
"EVL","PFN2"
"EVPL","DSP"
"EWSR1","ACTL6A"
"EWSR1","BARD1"
"EWSR1","CXADR"
"EWSR1","GPBP1L1"
"EWSR1","HERPUD1"
"EWSR1","MAGEA11"
"EWSR1","MDFI"
"EWSR1","MYL6"
"EWSR1","PRTFDC1"
"EWSR1","PRUNE2"
"EWSR1","RAD23A"
"EWSR1","RBPMS"
"EWSR1","SF1"
"EWSR1","SSBP2"
"EWSR1","TULP2"
"EWSR1","USP7"
"EWSR1","VPS72"
"EWSR1","YWHAG"
"EWSR1","YY1AP1"
"EXOC5","RALA"
"EXOC7","AKTIP"
"EXOC7","ARFGEF2"
"EXOC7","CCDC85B"
"EXOC7","IFT20"
"EXOC7","RALA"
"EXOSC1","EXOSC5"
"EXOSC10","C1D"
"EXOSC10","EXOSC5"
"EXOSC10","EXOSC7"
"EXOSC10","PTGES2"
"EXOSC10","USP16"
"EXOSC2","EXOSC5"
"EXOSC2","EXOSC8"
"EXOSC3","EXOSC5"
"EXOSC3","EXOSC8"
"EXOSC4","DIS3"
"EXOSC4","EXOSC1"
"EXOSC4","EXOSC3"
"EXOSC4","SKIV2L"
"EXOSC5","EXOSC8"
"EXOSC6","CHPF"
"EXOSC6","DCP1B"
"EXOSC6","DIS3"
"EXOSC6","EXOSC4"
"EXOSC6","EXOSC5"
"EXOSC6","EXOSC8"
"EXOSC6","EXOSC9"
"EXOSC6","MIF4GD"
"EXOSC6","MPP6"
"EXOSC6","NUDT21"
"EXOSC6","UPF2"
"EXOSC6","XRN1"
"EXOSC6","ZFP36"
"EXOSC7","EXOSC2"
"EXOSC7","EXOSC5"
"EXOSC8","EXOSC5"
"EXOSC8","ZFP36"
"EXOSC9","EXOSC5"
"EXOSC9","EXOSC8"
"EXPH5","RAB27A"
"EXT2","TK1"
"EYA2","RBPMS"
"EZH2","ATRX"
"EZH2","CCDC85B"
"EZH2","EED"
"EZH2","HDAC1"
"EZH2","SUZ12"
"EZH2","ZAK"
"EZR","ACTB"
"EZR","ACTC1"
"EZR","CDK5"
"EZR","CTNNB1"
"EZR","EGFR"
"EZR","FAS"
"EZR","LCK"
"EZR","PALLD"
"EZR","PIK3R1"
"EZR","PRKCA"
"EZR","PTK2"
"EZR","PTPRC"
"EZR","TSC1"
"F10","PRKAB1"
"F10","SERPINA5"
"F10","TFPI"
"F11R","CSNK2A1"
"F11R","PARD3"
"F11R","PTPRB"
"F12","KRT1"
"F2","AMBP"
"F2","F11"
"F2","F2R"
"F2","F5"
"F2","SPP1"
"F2","ST13"
"F2","THBS1"
"F2R","GNA13"
"F2R","GNAT1"
"F2R","PLG"
"F2R","PRTN3"
"F2R","SNX1"
"F2RL1","CAPN1"
"F2RL1","CBL"
"F2RL1","PRTN3"
"F3","F10"
"F3","FLNA"
"F5","CSNK2A1"
"F5","SERPINA3"
"F8","F10"
"F8A1","HTT"
"FADD","ANK3"
"FADD","IKBKG"
"FADD","LRRCC1"
"FADD","RALBP1"
"FADD","XPO5"
"FAF1","ANXA7"
"FAF1","CDC73"
"FAF1","CSNK2A1"
"FAF1","RAP1B"
"FAF1","SIRT6"
"FAF1","SNIP1"
"FAM103A1","RBMX"
"FAM107A","CCDC85B"
"FAM107A","HOOK2"
"FAM107A","TRIM37"
"FAM107A","USHBP1"
"FAM118B","CEP70"
"FAM118B","MCM3AP"
"FAM118B","MED31"
"FAM118B","SETDB1"
"FAM124B","CCDC85B"
"FAM124B","MDFI"
"FAM124B","TRIM37"
"FAM134A","MAP1LC3B"
"FAM160A2","RABAC1"
"FAM173A","HAP1"
"FAM175A","UIMC1"
"FAM50B","KPNA3"
"FAM83D","CSNK1E"
"FANCC","FANCG"
"FANCD2","BRCA2"
"FANCD2","FANCC"
"FANCD2","FANCE"
"FANCD2","RAD51"
"FANCE","FANCG"
"FAP","PLAUR"
"FAS","APAF1"
"FAS","CRMP1"
"FAS","DAXX"
"FAS","EEF1A1"
"FAS","EGFR"
"FAS","FADD"
"FAS","FYN"
"FAS","LCK"
"FAS","PTPN13"
"FAS","RIPK1"
"FAS","SUMO1"
"FASLG","DAXX"
"FASLG","FNBP1"
"FASLG","PIN1"
"FASLG","PTPN13"
"FASTK","MDFI"
"FAT1","HOMER1"
"FATE1","USHBP1"
"FBL","DDX17"
"FBLN1","ECM1"
"FBLN1","ELN"
"FBLN1","NID1"
"FBLN1","NOV"
"FBLN5","TOP3B"
"FBN1","FBN2"
"FBN1","HCK"
"FBN1","HSPG2"
"FBN3","NUDT21"
"FBP1","ASCC2"
"FBP1","CSNK1E"
"FBXO28","SH3KBP1"
"FBXO30","SMURF1"
"FBXW11","CUL1"
"FBXW11","SKP1"
"FBXW11","YAP1"
"FBXW5","MDFI"
"FBXW7","CUL1"
"FBXW7","SHPRH"
"FBXW7","SKP1"
"FBXW7","SUMF2"
"FCER1G","GP6"
"FCER1G","SYK"
"FCGR2A","HCK"
"FCGR3A","CD38"
"FCGR3A","CD4"
"FCGR3A","FCER1G"
"FCGR3A","PTPRC"
"FCGR3A","SHC1"
"FCGR3A","ZAP70"
"FCHO1","SMURF1"
"FEN1","APEX1"
"FEN1","ARHGDIA"
"FEN1","CDK2"
"FEN1","PCNA"
"FER","CALM1"
"FER","TMF1"
"FES","BCAR1"
"FES","PIK3R1"
"FES","RASA1"
"FEZ1","BARD1"
"FEZ1","COL9A2"
"FEZ1","CSTF2"
"FEZ1","IMMT"
"FEZ1","MEST"
"FEZ1","NEK1"
"FEZ1","RAI14"
"FEZ1","TTR"
"FFAR1","GNAI1"
"FFAR2","GNAQ"
"FGA","FGB"
"FGB","ANXA7"
"FGB","CDKN1A"
"FGD6","YWHAG"
"FGF1","FGFBP1"
"FGF1","RPS2"
"FGF17","FGFR1"
"FGF2","CD44"
"FGF2","CSNK2A1"
"FGF2","CSNK2A2"
"FGF2","CSNK2B"
"FGF2","CXCL13"
"FGF2","FGFBP1"
"FGF2","RPL6"
"FGF2","RPS6KA3"
"FGF2","SDC2"
"FGF3","FGFR3"
"FGF4","FGFR3"
"FGF5","FGFR1"
"FGF6","FGFR3"
"FGF7","FGFR3"
"FGF8","FGFR3"
"FGFR1","BNIP2"
"FGFR1","RPS6KA1"
"FGFR1","SLA"
"FGFR1","SOS1"
"FGFR2","CACNA1D"
"FGFR2","FGF4"
"FGFR2","ITGA5"
"FGFR2","PLCG1"
"FGFR3","ARAP1"
"FGFR3","CHGB"
"FGFR3","KIAA1377"
"FGFR3","SH2B1"
"FGFR3","SMG7"
"FGFR4","FGF1"
"FGFR4","FGF18"
"FGFR4","FGF3"
"FGFR4","FGF4"
"FGFR4","FGF6"
"FGFR4","FGF7"
"FGFR4","FGF8"
"FGG","FGA"
"FGG","FGB"
"FGG","ICAM1"
"FGG","ITGB3"
"FGR","ARRB1"
"FGR","CBL"
"FGR","CSK"
"FGR","HINT1"
"FGR","PTK2"
"FGR","PXN"
"FGR","SNCA"
"FGR","WAS"
"FHIT","UBE2I"
"FHL1","EED"
"FHL2","FHL3"
"FHL2","ZFYVE9"
"FHL3","CTBP2"
"FHL3","MED15"
"FIBP","CSNK2B"
"FIZ1","NRL"
"FKBP1A","PPP3R1"
"FKBP3","HDAC2"
"FKBP8","BCL2L1"
"FKBP8","MAPK14"
"FLAD1","CDKN1A"
"FLAD1","TRIM23"
"FLI1","ETV6"
"FLII","ACTB"
"FLII","ACTL6A"
"FLII","OPTN"
"FLII","PRMT1"
"FLNA","BRCA2"
"FLNA","KCNJ2"
"FLNA","LMNA"
"FLNA","MAP2K4"
"FLNA","PAK1"
"FLNA","PRKCA"
"FLNA","PSEN1"
"FLNA","PSEN2"
"FLNA","RHOA"
"FLNA","TRIO"
"FLNA","TTN"
"FLNA","YWHAG"
"FLNB","MYLK"
"FLNB","PSEN2"
"FLNC","MAP2K4"
"FLNC","MYOZ3"
"FLOT1","GOLM1"
"FLOT1","SHBG"
"FLOT1","SORBS1"
"FLT1","CRK"
"FLT1","CTNNB1"
"FLT1","KDR"
"FLT1","PLCG1"
"FLT1","PLCG2"
"FLT1","PTK2"
"FLT1","VEGFB"
"FLT3LG","FLT3"
"FLT4","GRB2"
"FLT4","KDR"
"FLT4","PTK2"
"FLT4","SHC3"
"FN1","COL4A5"
"FN1","COL7A1"
"FN1","F13A1"
"FN1","FBLN1"
"FN1","GSN"
"FN1","LGALS3BP"
"FN1","LTBP1"
"FN1","NOV"
"FN1","PKD1"
"FN1","TGM2"
"FN1","TNC"
"FNBP4","KHDRBS1"
"FNBP4","LBR"
"FNBP4","SYNJ1"
"FNTA","CENPF"
"FOS","ATF2"
"FOS","DDIT3"
"FOS","ELK1"
"FOS","FOSL2"
"FOS","JUN"
"FOS","JUNB"
"FOS","JUND"
"FOS","NCOR2"
"FOS","NFKB1"
"FOS","PSMC5"
"FOS","RB1"
"FOS","SMAD3"
"FOS","TBP"
"FOS","XBP1"
"FOXA2","HOXA5"
"FOXG1","FOXH1"
"FOXG1","FOXO1"
"FOXG1","HDAC1"
"FOXG1","SMAD1"
"FOXG1","TLE3"
"FOXH1","DRAP1"
"FOXM1","CDK2"
"FOXO1","DYRK1A"
"FOXO1","FOXG1"
"FOXO1","HOXA10"
"FOXO1","HOXA5"
"FOXO1","PPARG"
"FOXO1","SMAD3"
"FOXO3","FOXG1"
"FOXO3","NR1H3"
"FOXO3","SMAD4"
"FOXO3","YWHAG"
"FOXO4","FOXG1"
"FOXO4","SMAD3"
"FOXP1","FOXP4"
"FPR1","ACTG1"
"FPR2","CAMP"
"FRAT1","DVL1"
"FRMD6","MLH1"
"FRS3","GRB2"
"FRS3","KARS"
"FRS3","PRKCI"
"FSCN1","DNAJB9"
"FSCN1","RAB1A"
"FSD1","NAP1L1"
"FSHR","AKT2"
"FSHR","ARR3"
"FST","C8orf33"
"FST","MEST"
"FST","TK1"
"FSTL3","FN1"
"FTH1","BRD7"
"FTH1","GOLM1"
"FTL","FTH1"
"FTL","GADD45A"
"FTL","MAP3K12"
"FTL","MPHOSPH6"
"FTL","MPP6"
"FUBP1","CCNH"
"FUNDC2","NACA"
"FUNDC2","NUDT21"
"FURIN","ADAMTS1"
"FURIN","AP2M1"
"FURIN","COL23A1"
"FURIN","DSG3"
"FURIN","LRP1"
"FURIN","PACS1"
"FXR1","LUC7L2"
"FXR2","CALCOCO2"
"FXR2","FTH1"
"FXR2","NECAB2"
"FXR2","PCBD1"
"FXYD1","ATP1B1"
"FXYD1","PPP1CA"
"FXYD3","MAPK6"
"FXYD6","UNC119"
"FYB","BCAR1"
"FYB","CBL"
"FYB","LCP2"
"FYB","SH2D1A"
"FYB","SKAP2"
"FYB","VASP"
"FYN","ADAM15"
"FYN","ADD2"
"FYN","ATXN1"
"FYN","C7orf25"
"FYN","C8orf33"
"FYN","CAV1"
"FYN","CBL"
"FYN","CBLB"
"FYN","CD2"
"FYN","CD5"
"FYN","CDK5"
"FYN","CNN1"
"FYN","CTLA4"
"FYN","CTNNB1"
"FYN","DOK3"
"FYN","FCGR2A"
"FYN","GNB2L1"
"FYN","GRB10"
"FYN","HRAS"
"FYN","IRS1"
"FYN","ITK"
"FYN","ITPR1"
"FYN","LCP2"
"FYN","MCAM"
"FYN","PLCG1"
"FYN","PLCG2"
"FYN","PRKCD"
"FYN","PRKCE"
"FYN","PRKCH"
"FYN","PRKCQ"
"FYN","PTPRF"
"FYN","SKAP2"
"FYN","SOS1"
"FYN","TNK2"
"FYN","TUBA1B"
"FYN","TUBA4A"
"FYN","UNC119"
"FYN","WAS"
"FYN","WASF1"
"FYN","YTHDC1"
"FZD1","WNT2"
"FZD1","WNT3A"
"FZD1","WNT5A"
"FZD2","DLG4"
"FZD3","GIPC2"
"FZD5","LRP6"
"FZD5","WNT7A"
"FZD6","WNT4"
"FZD7","DLG1"
"FZD7","DLG4"
"FZD7","UBQLN1"
"FZD8","GOPC"
"FZD8","LRP6"
"FZD8","WNT1"
"FZD9","MDFI"
"FZD9","WNT1"
"G3BP1","VCL"
"GAB1","MAP3K3"
"GAB1","MAPK1"
"GAB1","MAPK3"
"GAB1","MAPK4"
"GAB1","PTPN18"
"GAB2","AKT1"
"GAB2","MAPK3"
"GAB2","MED19"
"GAB2","PPRC1"
"GAB3","FYN"
"GAB3","GRB2"
"GAB3","LYN"
"GAB3","PIK3R1"
"GABARAP","ATG3"
"GABARAPL1","CALCOCO2"
"GABARAPL1","SQSTM1"
"GABARAPL2","ATG4B"
"GABARAPL2","KBTBD7"
"GABBR1","CHFR"
"GABBR1","JAKMIP1"
"GABPA","EP300"
"GABPA","GABPB1"
"GABPA","SP1"
"GABPA","SP3"
"GABPB1","ATF1"
"GABPB1","CIC"
"GABPB1","GABPA"
"GABPB1","RYBP"
"GABPB1","YAF2"
"GABRB1","C1QBP"
"GABRB3","PPP2CA"
"GABRG2","ZDHHC3"
"GABRR1","SQSTM1"
"GABRR2","SQSTM1"
"GAD2","GAD1"
"GADD45A","FAM83D"
"GADD45A","GADD45GIP1"
"GADD45A","HIST3H3"
"GADD45A","LMO4"
"GADD45A","VIM"
"GADD45G","CRIP2"
"GADD45G","GADD45A"
"GADD45G","GADD45GIP1"
"GADD45G","HAP1"
"GADD45G","LUC7L"
"GADD45G","LUC7L2"
"GADD45G","MIDN"
"GADD45G","PDE4DIP"
"GADD45G","PIAS4"
"GADD45G","TSNAX"
"GAK","CCNG1"
"GAK","USO1"
"GALR1","GAL"
"GANAB","PRKCSH"
"GAP43","CSNK2A1"
"GAPDH","ANXA7"
"GAPDH","BTBD2"
"GAPDH","DYNLL1"
"GAPDH","GADD45A"
"GAPDH","GSK3B"
"GAPDH","KARS"
"GAPDH","PAFAH1B3"
"GAPDH","PGK1"
"GAPDH","PRKCI"
"GAPDH","PSMD11"
"GAPDH","RAB2A"
"GAPDH","RPA2"
"GAPDH","SERPINB9"
"GAPDH","TK1"
"GARS","EEF1D"
"GARS","IARS"
"GAST","CP"
"GAST","CPE"
"GATA1","CEBPE"
"GATA1","ZFPM1"
"GATA2","CEBPA"
"GATA2","HDAC3"
"GATA2","JUN"
"GATA4","MED1"
"GATA4","NR5A1"
"GATA4","TBX5"
"GATAD2A","MBD2"
"GBP2","ANXA7"
"GBP2","FXR1"
"GBP2","MAPK8IP2"
"GBP2","RPS6KA1"
"GBP2","SEPHS1"
"GCC1","KIAA1217"
"GCG","MEP1A"
"GCSH","NMI"
"GDA","DLG4"
"GDF5","ACVR1"
"GDF9","ANXA7"
"GDF9","APLP1"
"GDF9","BTBD2"
"GDF9","GADD45G"
"GDF9","ORAI2"
"GDF9","PAFAH1B3"
"GDF9","TRIB3"
"GDI1","RAB6A"
"GDPD2","ATP5C1"
"GEMIN6","SNRPB"
"GEMIN7","ADD1"
"GEMIN7","C10orf137"
"GEMIN7","SNRPB"
"GEMIN7","SNRPE"
"GFAP","MEN1"
"GFAP","PDLIM1"
"GFAP","PDLIM7"
"GFAP","VIM"
"GFER","COPS2"
"GFI1B","BRCA1"
"GFI1B","CCDC85B"
"GFI1B","COPS5"
"GFI1B","PHC2"
"GFI1B","TMF1"
"GFI1B","USHBP1"
"GFI1B","ZNRD1"
"GFRA1","NCAM1"
"GFRA2","GDNF"
"GFRA2","NRTN"
"GGA1","ARF1"
"GGA1","RABEP1"
"GGA1","RNF11"
"GGA1","RPS27A"
"GGA2","AFTPH"
"GGA2","BACE1"
"GGA2","TRIM23"
"GGA3","AFTPH"
"GGA3","CLTC"
"GGA3","RABEP1"
"GGA3","TSG101"
"GHR","AP2A1"
"GHR","PTPN11"
"GHR","PTPN2"
"GHR","SOCS1"
"GHR","SOCS3"
"GHRHR","GHRL"
"GHRHR","MLNR"
"GHRL","NPY"
"GIGYF1","ATN1"
"GIPC1","ACTN1"
"GIPC1","KIF1B"
"GIPC1","LRP2"
"GIPC1","NTRK1"
"GIPC1","RGS19"
"GIPC1","SEMA4C"
"GIT1","BARD1"
"GIT1","CHD3"
"GIT1","CHUK"
"GIT1","HTT"
"GIT1","KIAA1377"
"GIT1","MAN2A2"
"GIT1","PFDN1"
"GIT1","TGFB1I1"
"GIT1","TRIB3"
"GIT1","TXNDC9"
"GIT1","WDR33"
"GIT1","YWHAG"
"GIT2","PAK1"
"GIT2","YWHAG"
"GJA1","CSNK1D"
"GJA1","MAPK3"
"GJA3","MIP"
"GKAP1","HGS"
"GLB1","CSNK2B"
"GLB1","PLK1"
"GLB1","TK1"
"GLI2","ZIC2"
"GLI3","SUFU"
"GLI3","ZIC3"
"GLMN","NSFL1C"
"GLOD4","PNRC2"
"GLRA2","PSD"
"GLUL","DYNLL1"
"GLUL","PLEKHF2"
"GMEB1","NCOA2"
"GMEB1","SMAD3"
"GMEB2","CREBBP"
"GMEB2","UBE2I"
"GMFB","CSNK2A1"
"GMFB","MAPK3"
"GMFB","RPS6KA1"
"GNA12","ACTB"
"GNA12","CDH1"
"GNA12","CDH2"
"GNA12","GNB1"
"GNA12","HSP90AA1"
"GNA12","PPP2R1A"
"GNA12","TBXA2R"
"GNA13","AKAP3"
"GNA13","ARHGEF1"
"GNA13","ARHGEF11"
"GNA13","CDH1"
"GNA13","CTNNB1"
"GNA13","CXCR4"
"GNA13","PRKCD"
"GNA13","PRKCE"
"GNA13","RDX"
"GNA13","RIC8A"
"GNA15","F2R"
"GNA15","PRKCA"
"GNA15","RGS2"
"GNAI1","CD47"
"GNAI1","KLHL3"
"GNAI1","RASD1"
"GNAI1","RGS14"
"GNAI1","RIC8A"
"GNAI1","SSTR3"
"GNAI1","STRN"
"GNAI2","CAV1"
"GNAI2","DNM2"
"GNAI2","EYA2"
"GNAI2","MDFI"
"GNAI2","NUCB1"
"GNAI2","RGS14"
"GNAI2","RGS19"
"GNAI2","RIC8A"
"GNAI2","TTC1"
"GNAI2","TUBA1A"
"GNAI3","CCR5"
"GNAI3","CD48"
"GNAI3","GPSM2"
"GNAI3","NGB"
"GNAI3","NUCB1"
"GNAI3","RGS10"
"GNAI3","RGS14"
"GNAI3","RGS16"
"GNAI3","RGS18"
"GNAI3","RGS19"
"GNAI3","RGS5"
"GNAI3","RGS7"
"GNAI3","RIC8A"
"GNAI3","TSHR"
"GNAO1","ADRA2A"
"GNAO1","DCTN2"
"GNAO1","GNAI1"
"GNAO1","OPRM1"
"GNAO1","RGS4"
"GNAQ","GRM7"
"GNAQ","PLCB2"
"GNAQ","RGS4"
"GNAQ","RGS7"
"GNAS","ADCY6"
"GNAS","ADRB3"
"GNAS","GNB1"
"GNAS","NUCB1"
"GNAS","PLEKHB1"
"GNAS","TSHR"
"GNAZ","EYA1"
"GNB1","ARHGEF18"
"GNB1","CACNA1B"
"GNB1","CACNA1C"
"GNB1","GNB2L1"
"GNB1","GNG11"
"GNB1","GNG13"
"GNB1","PDCL"
"GNB2","ANXA7"
"GNB2","FAM118B"
"GNB2","GSK3B"
"GNB2L1","GOLM1"
"GNB2L1","HABP4"
"GNB2L1","INSR"
"GNB2L1","MAPK6"
"GNB2L1","PABPC1"
"GNB2L1","PRKD1"
"GNB2L1","SYT1"
"GNB2L1","TUBB"
"GNB2L1","VCL"
"GNB5","CDKN1A"
"GNB5","EIF3J"
"GNB5","MCM2"
"GNG11","AMOTL2"
"GNG2","GNB1"
"GNG2","SMURF2"
"GNG4","GNB5"
"GNGT1","GNB5"
"GNL3","PPP2R5A"
"GNMT","NUDT18"
"GNMT","PLEKHF2"
"GOLGA2","GORASP1"
"GOLGA2","GPS2"
"GOLGA2","PLCD1"
"GOLGA2","RAB1A"
"GOLGA2","RUSC2"
"GOLGA3","CASP3"
"GOLGA3","CASP7"
"GOLGA3","PLCB3"
"GOLGA4","ARL3"
"GOLGB1","USO1"
"GOPC","BECN1"
"GOPC","CLCN3"
"GOPC","GOLGA3"
"GOPC","STX6"
"GOSR1","USO1"
"GOT2","GAPDH"
"GOT2","GLRX"
"GOT2","HSPA8"
"GOT2","MDH2"
"GP1BA","YWHAZ"
"GP6","FYN"
"GP6","LYN"
"GPAA1","GRIK5"
"GPBP1","EP300"
"GPC1","APP"
"GPC1","COL18A1"
"GPC1","SLIT1"
"GPC1","SLIT2"
"GPC4","ACP5"
"GPD1","MDH1"
"GPHN","GABARAP"
"GPHN","TUBA4A"
"GPNMB","PLA2G4A"
"GPR1","GNAI1"
"GPR26","HTR1A"
"GPR37","STUB1"
"GPRASP1","ADRB1"
"GPRASP1","C8orf33"
"GPRASP1","GRM5"
"GPRASP1","HMOX2"
"GPRASP1","OFD1"
"GPRASP1","PBK"
"GPRASP1","SNAPIN"
"GPS1","COPS2"
"GPS1","CUL1"
"GPS1","CUL2"
"GPS1","CUL3"
"GPS1","TBC1D17"
"GPS2","HDAC3"
"GPS2","SETDB1"
"GPS2","TBL1XR1"
"GPSM2","GNAI2"
"GPSM3","FGFR3"
"GRAP","HTT"
"GRAP","KHDRBS1"
"GRAP","SOS1"
"GRAP2","BEND5"
"GRAP2","KHDRBS1"
"GRAP2","LCP2"
"GRASP","GRM1"
"GRASP","GRM5"
"GRB10","BCR"
"GRB10","EGFR"
"GRB10","MAPK1"
"GRB10","NEDD4"
"GRB10","SRC"
"GRB14","SQSTM1"
"GRB2","ADAM12"
"GRB2","ANXA2"
"GRB2","APP"
"GRB2","BCR"
"GRB2","BLNK"
"GRB2","CDKN1B"
"GRB2","CTTN"
"GRB2","DCTN1"
"GRB2","EGF"
"GRB2","ERRFI1"
"GRB2","FRS3"
"GRB2","HRAS"
"GRB2","LCP2"
"GRB2","LMO2"
"GRB2","MAP4K1"
"GRB2","MAPK12"
"GRB2","MST1R"
"GRB2","NCKIPSD"
"GRB2","NPM1"
"GRB2","PAK1"
"GRB2","PDCD6IP"
"GRB2","PIK3AP1"
"GRB2","PIK3R1"
"GRB2","PNRC1"
"GRB2","PPP3CA"
"GRB2","RALGPS1"
"GRB2","RAPGEF1"
"GRB2","RPS6KA1"
"GRB2","SH3KBP1"
"GRB2","SNTA1"
"GRB2","SYP"
"GRB2","VAV1"
"GRB2","VAV2"
"GRB2","WASF1"
"GRB7","AGAP1"
"GRB7","ATP5B"
"GRB7","FLAD1"
"GRB7","GNB2"
"GRB7","MSH2"
"GRB7","PDHB"
"GRB7","RPS2"
"GRIA1","GRIK2"
"GRIA4","CAMK2G"
"GRID2","GRIK5"
"GRID2","MAGI2"
"GRIK1","FLNA"
"GRIK1","PICK1"
"GRIK2","CTNNB1"
"GRIK2","GRIK5"
"GRIK2","LIN7B"
"GRIK3","GRIK5"
"GRIN1","CALM1"
"GRIN1","CIT"
"GRIN1","DLGAP4"
"GRIN1","HNRNPU"
"GRIN1","HRAS"
"GRIN1","INA"
"GRIN1","MAP2K2"
"GRIN1","PRKCG"
"GRIN1","RAP2A"
"GRIN1","RPS6KA3"
"GRIN2A","CAMK2B"
"GRIN2D","CIT"
"GRIN2D","CLTC"
"GRIN2D","CTNNB1"
"GRIN2D","HSPA1A"
"GRIN2D","NANOS1"
"GRIN2D","RPS6KA3"
"GRK1","CALM1"
"GRK4","CALM1"
"GRK5","DLGAP2"
"GRK5","GIT1"
"GRK6","ADRB2"
"GRK6","EDNRA"
"GRK6","GIT1"
"GRK6","PRSS23"
"GRK6","SLC9A3R1"
"GRK6","TBXA2R"
"GRM1","GAPDH"
"GRM1","HOMER1"
"GRM1","HOMER2"
"GRM1","ITPR1"
"GRM1","PRKCA"
"GRM3","PICK1"
"GRM3","PPM1A"
"GRM3","SDCBP"
"GRM4","CALM1"
"GRM4","FLNA"
"GRM5","CALM1"
"GRM5","CALM2"
"GRM5","CALM3"
"GRM5","HOMER3"
"GRM5","PRKCA"
"GRM5","PRKCD"
"GRM5","PRKCE"
"GRM5","PRKCG"
"GRM7","CALM2"
"GRM7","TUBA4A"
"GRM7","TUBA8"
"GRN","CCNT1"
"GRN","CDK9"
"GSC","FOXA2"
"GSK3A","YWHAG"
"GSK3B","ADAP1"
"GSK3B","APC"
"GSK3B","ATXN3"
"GSK3B","AXIN2"
"GSK3B","CSAD"
"GSK3B","EIF2B5"
"GSK3B","EIF4EBP1"
"GSK3B","FAM83D"
"GSK3B","GYS1"
"GSK3B","IGSF21"
"GSK3B","KIF5B"
"GSK3B","LUC7L2"
"GSK3B","MAP4"
"GSK3B","MICAL1"
"GSK3B","NAT9"
"GSK3B","NIN"
"GSK3B","RCAN1"
"GSK3B","RPL36AL"
"GSK3B","RPLP1"
"GSK3B","RPS2"
"GSK3B","SAP30BP"
"GSK3B","UPF3A"
"GSK3B","VIM"
"GSN","CLIC5"
"GSN","VASP"
"GSN","VCL"
"GSPT1","CDKN2A"
"GSTM4","MED31"
"GSTO1","SETDB1"
"GTF2A1","GTF2A2"
"GTF2A1","GTF2E1"
"GTF2A1","GTF2F1"
"GTF2B","GTF2E1"
"GTF2B","GTF2E2"
"GTF2B","GTF2F1"
"GTF2B","PSMC5"
"GTF2B","TAF9"
"GTF2E1","GTF2A2"
"GTF2E2","ERCC6"
"GTF2E2","GTF2A1"
"GTF2E2","GTF2B"
"GTF2E2","GTF2E1"
"GTF2E2","MNAT1"
"GTF2E2","SND1"
"GTF2E2","SUPT16H"
"GTF2F1","GTF2A1"
"GTF2F1","GTF2B"
"GTF2F1","GTF2F2"
"GTF2F2","TAF5"
"GTF2H1","CCNH"
"GTF2H1","CDK7"
"GTF2H1","ERCC2"
"GTF2H1","GTF2E1"
"GTF2H1","GTF2E2"
"GTF2H1","GTF2H2"
"GTF2H1","PSMC2"
"GTF2I","PRRX1"
"GTF2I","USF1"
"GTF3C1","GTF3C4"
"GTF3C1","SUPT5H"
"GTF3C3","GTF3C5"
"GTF3C4","GTF3C5"
"GUCA1B","GUCY2D"
"GZMA","APEX1"
"GZMB","PRF1"
"GZMB","PRKDC"
"GZMB","RAB27A"
"GZMB","SERPINB9"
"GZMB","SRGN"
"H2AFX","MDC1"
"H2AFX","MRE11A"
"H2AFX","NBN"
"H2AFX","OTUB1"
"H3F3B","HIRA"
"HAAO","ARHGDIA"
"HABP2","COL4A3"
"HABP4","PIAS3"
"HABP4","PPP1R15A"
"HABP4","VIM"
"HACL1","MAPK6"
