"cause","effect"
"EZR","DLG1"
"EZR","EGFR"
"EZR","PIK3R1"
"EZR","PTPRC"
"EZR","RDX"
"EZR","ROCK1"
"EZR","TSC1"
"F10","PLG"
"F10","PRKAB1"
"F11","HGF"
"F11R","CGN"
"F11R","SGTA"
"F12","GP1BA"
"F13A1","ANXA7"
"F13A1","NUDT21"
"F13A1","SH3GL2"
"F2","AANAT"
"F2","AMBP"
"F2","C6"
"F2","IGFBP5"
"F2","ITGA2B"
"F2","SERPINC1"
"F2","SERPIND1"
"F2","SPP1"
"F2R","CAPN1"
"F2R","GNAI2"
"F2R","ITGAV"
"F2R","PLG"
"F2RL1","CAPN2"
"F2RL1","CBL"
"F2RL1","ST14"
"F3","F10"
"F3","FLNA"
"F3","PLG"
"F5","CSNK2A1"
"F8","LRP1"
"F8","PHYH"
"F8","PROC"
"F8","VWF"
"FADD","ANK3"
"FADD","CASP10"
"FADD","CASP8AP2"
"FADD","CFLAR"
"FADD","CSNK1A1"
"FADD","DAPK1"
"FADD","DEDD"
"FADD","FAF1"
"FADD","NACA"
"FADD","NOL3"
"FADD","PEA15"
"FADD","RALBP1"
"FADD","RAP1A"
"FAF1","ANXA7"
"FAF1","CDC73"
"FAF1","CSNK2B"
"FAF1","RAP1B"
"FAF1","RCC1"
"FAM107A","CALCOCO2"
"FAM107A","CCDC85B"
"FAM107A","KRT15"
"FAM107A","LDOC1"
"FAM107A","USHBP1"
"FAM115A","COIL"
"FAM118B","CEP70"
"FAM118B","MCM3AP"
"FAM118B","MED31"
"FAM118B","SETDB1"
"FAM124B","CCDC85B"
"FAM160A2","RABAC1"
"FAM175A","UIMC1"
"FAM46A","KEAP1"
"FAM46A","RNF14"
"FAM46C","PLK4"
"FAM83D","CSNK1E"
"FANCD2","BRCA2"
"FANCD2","RAD51"
"FAS","APAF1"
"FAS","DAXX"
"FAS","FADD"
"FAS","LCK"
"FAS","MET"
"FAS","RAP1A"
"FAS","RIPK1"
"FAS","SUMO1"
"FAS","TRADD"
"FASLG","PIN1"
"FASTK","MDFI"
"FATE1","USHBP1"
"FBL","PRMT1"
"FBL","TBC1D17"
"FBLN1","ELN"
"FBLN1","NID1"
"FBLN5","TOP3B"
"FBN1","HSPG2"
"FBN3","RPS6KA6"
"FBN3","TK1"
"FBXW11","SKP1"
"FBXW11","YAP1"
"FBXW5","MDFI"
"FBXW7","CUL1"
"FBXW7","SHPRH"
"FBXW7","SKP1"
"FBXW7","SUMF2"
"FCER1G","BRI3BP"
"FCER1G","GP6"
"FCER1G","PLCG2"
"FCER1G","SYK"
"FCGR2A","HCK"
"FCGR2B","INPPL1"
"FCGR2B","MAPK1"
"FCGR3A","CD38"
"FCGR3A","CD4"
"FCGR3A","FCER1G"
"FCGR3A","PTPRC"
"FCGR3A","SHC1"
"FCHSD2","CCDC85B"
"FDPS","ATXN1"
"FEN1","APEX1"
"FEN1","EP300"
"FEN1","PCNA"
"FEN1","RAD1"
"FER","JUP"
"FER","TMF1"
"FER","YWHAB"
"FES","BCAR1"
"FES","BCR"
"FES","HSH2D"
"FES","IRS1"
"FES","PDE4DIP"
"FES","PIK3R1"
"FES","RASA1"
"FEZ1","CIB1"
"FEZ1","COL9A2"
"FEZ1","CSTF2"
"FEZ1","GEMIN7"
"FEZ1","GTF2F1"
"FEZ1","HTATSF1"
"FEZ1","MEST"
"FEZ1","PDCD7"
"FEZ1","RAI14"
"FEZ1","TLK2"
"FEZ1","TOMM20"
"FFAR1","GNAI1"
"FGA","FGB"
"FGB","CDKN1A"
"FGD6","YWHAG"
"FGF1","FGFR1"
"FGF1","HSPA9"
"FGF1","RPS2"
"FGF18","FGFR3"
"FGF2","CEP57"
"FGF2","FGFR3"
"FGF2","GPC4"
"FGF2","PRMT1"
"FGF2","RPS19"
"FGF2","RPS6KA3"
"FGF3","FGFR3"
"FGF4","FGFR1"
"FGF6","FGFR1"
"FGF6","FGFR3"
"FGF7","COL1A1"
"FGF7","COL3A1"
"FGF7","FGFR1"
"FGF7","FGFR3"
"FGF7","HSPG2"
"FGF8","FGFR1"
"FGF8","FGFR3"
"FGF9","FGFR2"
"FGFBP1","FIBP"
"FGFBP1","UBQLN4"
"FGFR1","FRS3"
"FGFR1","GRB2"
"FGFR1","RPS6KA1"
"FGFR1","SOS1"
"FGFR2","EPHA4"
"FGFR2","FGF10"
"FGFR2","FGF3"
"FGFR2","ITGA5"
"FGFR3","ARAP1"
"FGFR3","GRB2"
"FGFR3","GTF3C1"
"FGFR3","KIAA1377"
"FGFR3","RNF130"
"FGFR3","SH2B1"
"FGFR3","SLC25A6"
"FGFR3","SMG7"
"FGFR4","FGF1"
"FGFR4","FGF17"
"FGFR4","FGF3"
"FGFR4","FGF5"
"FGFR4","FGF6"
"FGFR4","FGF7"
"FGFR4","FGF8"
"FGG","FGA"
"FGG","FGB"
"FGG","ICAM1"
"FGG","ITGB3"
"FGR","DAB2"
"FGR","HINT1"
"FGR","PXN"
"FGR","SLAMF1"
"FGR","SRC"
"FGR","WAS"
"FHIT","UBE2I"
"FHL1","CBX4"
"FHL2","ATXN1"
"FHL2","FHL3"
"FHL2","ZFYVE9"
"FHL3","MED15"
"FHOD1","EXOSC8"
"FHOD1","ZMYND8"
"FIBP","CSNK2B"
"FIZ1","NRL"
"FKBP1A","PPP3R1"
"FKBP2","ARFGEF1"
"FKBP2","UBQLN4"
"FKBP3","HDAC2"
"FKBP8","MAPK14"
"FKBPL","UNC119"
"FLAD1","CDKN1A"
"FLAD1","TK1"
"FLI1","ERG"
"FLI1","ETV6"
"FLII","ACTB"
"FLII","ACTL6A"
"FLII","OPTN"
"FLNA","ARRB1"
"FLNA","FLNB"
"FLNA","MAP2K4"
"FLNA","PRKCA"
"FLNA","PSEN2"
"FLNA","RHOA"
"FLNA","TRIO"
"FLNA","YWHAG"
"FLNB","PSEN2"
"FLNC","MAP2K4"
"FLNC","MYOZ1"
"FLT1","CRK"
"FLT1","CTNNB1"
"FLT1","GRB2"
"FLT1","NCK1"
"FLT1","VEGFB"
"FLT3LG","FLT3"
"FLT4","ATF7IP"
"FLT4","GRB2"
"FN1","F13A1"
"FN1","FST"
"FN1","LGALS3BP"
"FN1","LTBP1"
"FN1","NOV"
"FN1","NT5E"
"FN1","PKD1"
"FN1","PLCG2"
"FN1","TGM2"
"FN1","TNC"
"FNBP1","AKAP9"
"FNBP1","PLCB3"
"FNBP1","RND2"
"FNBP4","KHDRBS1"
"FOLR1","LYN"
"FOS","ATF2"
"FOS","DDIT3"
"FOS","ETS1"
"FOS","FOSL2"
"FOS","GTF2F2"
"FOS","JUN"
"FOS","JUNB"
"FOS","JUND"
"FOS","MAF"
"FOS","NCOR2"
"FOS","NFKB1"
"FOS","PSMC5"
"FOS","RUNX1"
"FOS","TBP"
"FOS","TSC22D3"
"FOS","XBP1"
"FOXA2","EN2"
"FOXA2","HOXA5"
"FOXA2","OTX2"
"FOXG1","FOXH1"
"FOXG1","FOXO1"
"FOXG1","HDAC1"
"FOXH1","DRAP1"
"FOXM1","CDK2"
"FOXO1","CSNK1G1"
"FOXO1","FOXG1"
"FOXO1","HNF4A"
"FOXO1","HOXA10"
"FOXO1","HOXA5"
"FOXO1","SMAD3"
"FOXO3","NR1H3"
"FOXO4","SMAD3"
"FOXP1","FOXP2"
"FPR1","ANXA1"
"FRMD6","MLH1"
"FRS3","KARS"
"FRS3","PRKCI"
"FSCN1","DNAJB9"
"FSHR","AKT2"
"FSHR","CBX5"
"FSHR","FSHB"
"FSHR","S100A10"
"FSHR","UBA52"
"FSHR","UBB"
"FSHR","UBC"
"FSHR","YWHAQ"
"FSTL3","FN1"
"FTH1","BRD7"
"FTL","FTH1"
"FTL","GADD45A"
"FTL","MPHOSPH6"
"FUBP1","CCNH"
"FUBP1","TLE1"
"FURIN","ADAM19"
"FURIN","ADAMTS1"
"FURIN","LRP1"
"FURIN","NOTCH1"
"FURIN","PACS1"
"FXR1","FXR2"
"FXR1","KIAA1377"
"FXR1","LUC7L2"
"FXR2","C10orf62"
"FXR2","CALCOCO2"
"FXR2","CBS"
"FXR2","KRT20"
"FXR2","LCMT1"
"FXR2","MCRS1"
"FXR2","NECAB2"
"FXR2","PCBD1"
"FXR2","RALYL"
"FXR2","RBBP8"
"FXYD1","ATP1A1"
"FXYD3","MAPK6"
"FXYD6","BCAR1"
"FXYD6","CCDC90B"
"FXYD6","SLC35E1"
"FXYD6","TLE1"
"FYB","BCAR1"
"FYB","CBL"
"FYB","FYN"
"FYB","LCP2"
"FYB","SKAP1"
"FYB","SKAP2"
"FYN","CASP3"
"FYN","CAV1"
"FYN","CBL"
"FYN","CD2"
"FYN","CD2AP"
"FYN","CRK"
"FYN","CSK"
"FYN","CTLA4"
"FYN","DYNLT1"
"FYN","FCGR2A"
"FYN","FLOT1"
"FYN","GRB10"
"FYN","GRIN2A"
"FYN","IRS1"
"FYN","ITK"
"FYN","ITPR1"
"FYN","KHDRBS1"
"FYN","LCP2"
"FYN","MAP2"
"FYN","NMT1"
"FYN","PLCG1"
"FYN","PLCG2"
"FYN","PLD2"
"FYN","PRKCD"
"FYN","PRKCE"
"FYN","PRKCH"
"FYN","PRKCZ"
"FYN","RAF1"
"FYN","RASA1"
"FYN","SH2D1A"
"FYN","SIT1"
"FYN","SPN"
"FYN","TRPV4"
"FYN","TUBA1B"
"FYN","TUBA3C"
"FYN","TYK2"
"FYN","WASF1"
"FZD1","DLG4"
"FZD1","WNT5A"
"FZD2","DLG4"
"FZD4","DLG4"
"FZD4","DVL2"
"FZD5","WNT7A"
"FZD6","WNT4"
"FZD7","UBQLN4"
"FZD8","GOPC"
"FZD8","LRP5"
"FZD8","WNT1"
"FZD9","MDFI"
"FZD9","WNT1"
"G3BP1","VCL"
"GAB1","C1QBP"
"GAB1","LAT2"
"GAB1","MAP3K3"
"GAB1","MAPK4"
"GAB1","PPRC1"
"GAB2","CHEK2"
"GAB2","MAPK4"
"GAB3","FYN"
"GAB3","GRB2"
"GAB3","LYN"
"GABARAPL1","CALCOCO2"
"GABARAPL1","SQSTM1"
"GABARAPL2","KBTBD7"
"GABBR1","CHFR"
"GABBR2","GRASP"
"GABPA","SP3"
"GABPB1","ATF1"
"GABPB1","CIC"
"GABPB1","HCFC1"
"GABPB1","RYBP"
"GABPB1","YAF2"
"GABRB1","C1QBP"
"GABRB3","PPP2CA"
"GABRR1","MAPK1"
"GABRR2","CSNK2A1"
"GAD2","GAD1"
"GAD2","PRKCE"
"GADD45A","ADAP1"
"GADD45A","CDKN1A"
"GADD45A","FBN3"
"GADD45A","HIST2H2BE"
"GADD45A","LMO4"
"GADD45A","TLE1"
"GADD45A","UBE2D1"
"GADD45A","VIM"
"GADD45B","PCNA"
"GADD45G","CDKN1A"
"GADD45G","CRIP2"
"GADD45G","GADD45GIP1"
"GADD45G","HAP1"
"GADD45G","LUC7L"
"GADD45G","LUC7L2"
"GADD45G","MED31"
"GADD45G","MIDN"
"GADD45G","PCNA"
"GADD45G","PDE4DIP"
"GADD45G","PIAS4"
"GADD45G","PLEKHM1"
"GADD45G","TSNAX"
"GADD45GIP1","EXOSC4"
"GAK","CCNG1"
"GAK","CDK5"
"GAK","USO1"
"GAL","GALR2"
"GANAB","PRKCSH"
"GAP43","CSNK2A1"
"GAPDH","ACTB"
"GAPDH","ATXN1"
"GAPDH","BID"
"GAPDH","BTBD2"
"GAPDH","DYNLL1"
"GAPDH","GADD45A"
"GAPDH","GSK3B"
"GAPDH","LAMA4"
"GAPDH","OSTF1"
"GAPDH","PAFAH1B3"
"GAPDH","PGK1"
"GAPDH","PRKCI"
"GAPDH","RAB2A"
"GAPDH","SERPINB9"
"GAPDH","SLC2A4"
"GAPDH","TK1"
"GARS","CD44"
"GARS","EEF1D"
"GARS","IARS"
"GAS1","BIRC2"
"GAS1","DLK1"
"GAST","CP"
"GAST","CPE"
"GATA1","CEBPE"
"GATA1","HEY1"
"GATA1","MED1"
"GATA1","SPI1"
"GATA1","ZFPM1"
"GATA1","ZFPM2"
"GATA2","CEBPA"
"GATA4","EP300"
"GATA4","JARID2"
"GATAD2A","MBD2"
"GATAD2A","MBD3"
"GBF1","USO1"
"GBP2","ANXA7"
"GBP2","GSK3B"
"GBP2","PAFAH1B3"
"GCC1","COIL"
"GCG","CPE"
"GCG","MEP1A"
"GCGR","GNAS"
"GCH1","CDC37"
"GCSH","NMI"
"GDA","DLG4"
"GDF9","ANXA7"
"GDF9","CDKN1A"
"GDF9","DLEU1"
"GDF9","GADD45G"
"GDF9","ILF3"
"GDF9","TRIB3"
"GDI1","RAB6A"
"GDI1","TK1"
"GDI1","UBQLN4"
"GDI2","RAB2A"
"GDNF","NCAM1"
"GEMIN4","PIAS3"
"GEMIN4","SNRPB"
"GEMIN5","GEMIN4"
"GFAP","CAMK2A"
"GFAP","CEP76"
"GFAP","MEN1"
"GFAP","ROCK1"
"GFAP","S100A1"
"GFI1","RUNX1T1"
"GFI1B","AES"
"GFI1B","BRCA1"
"GFI1B","CCDC85B"
"GFI1B","COPS5"
"GFI1B","MID2"
"GFI1B","PHC2"
"GFI1B","TXNDC11"
"GFI1B","USHBP1"
"GFI1B","ZNRD1"
"GGA1","ARF1"
"GGA1","CLTC"
"GGA1","RNF11"
"GGA1","TSG101"
"GGA2","CLINT1"
"GGA2","RABGEF1"
"GGA3","AP1S2"
"GGA3","ARF1"
"GGA3","CLTC"
"GGA3","RABEP1"
"GGA3","RPS27A"
"GH1","GHR"
"GHR","AP2A1"
"GHR","GRB10"
"GHR","JAK2"
"GHR","PTPN2"
"GHR","SOCS2"
"GHRL","ACE2"
"GHRL","AGRP"
"GHSR","GHRL"
"GIGYF1","ATN1"
"GIPC1","ACTN1"
"GIPC1","IGF1R"
"GIPC1","LRP2"
"GIPC1","MYO6"
"GIPC1","NTRK1"
"GIPC1","RGS19"
"GIPC1","SEMA4C"
"GIT1","ARHGEF6"
"GIT1","BARD1"
"GIT1","C8orf33"
"GIT1","CHD3"
"GIT1","CHUK"
"GIT1","HMOX2"
"GIT1","HTT"
"GIT1","KIAA1377"
"GIT1","MAN2A2"
"GIT1","NEK2"
"GIT1","PFDN1"
"GIT1","PMF1"
"GIT1","TGFB1I1"
"GIT1","TXNDC9"
"GIT1","WDR33"
"GJA1","CSNK1D"
"GJA1","MAPK1"
"GJA1","MAPK3"
"GJA3","MIP"
"GKAP1","HGS"
"GLB1","CSNK2B"
"GLB1","PLK1"
"GLB1","TK1"
"GLI1","ZIC2"
"GLI2","ZIC1"
"GLI3","SUFU"
"GLI3","TWIST1"
"GLI3","ZIC1"
"GLI3","ZIC3"
"GLOD4","PNRC2"
"GLRA2","PSD"
"GLUD1","DYNLL1"
"GLUL","DYNLL1"
"GLUL","PLEKHF2"
"GMEB1","CREBBP"
"GMEB2","CREBBP"
"GMEB2","UBE2I"
"GMFB","MAPK1"
"GMFB","MAPK3"
"GMNN","CDKN2A"
"GMNN","PHC1"
"GNA12","ACTB"
"GNA12","CDH1"
"GNA12","GNA13"
"GNA12","GNB1"
"GNA12","HSP90AA1"
"GNA13","ARHGEF1"
"GNA13","ARHGEF11"
"GNA13","CDH1"
"GNA13","CTNNB1"
"GNA13","CXCR4"
"GNA13","GNA12"
"GNA13","PRKCB"
"GNA13","PRKCE"
"GNA13","PTK2B"
"GNA13","TGFBR1"
"GNA14","CCR1"
"GNA15","ADRB2"
"GNA15","GRM4"
"GNA15","RGS2"
"GNAI1","CD47"
"GNAI1","GPSM3"
"GNAI1","IGF1R"
"GNAI1","NUMA1"
"GNAI1","RGS10"
"GNAI1","RGS14"
"GNAI1","RGS16"
"GNAI2","MDFI"
"GNAI2","NUCB1"
"GNAI2","RGS14"
"GNAI2","RGS19"
"GNAI2","RIC8A"
"GNAI2","TTC1"
"GNAI3","CD59"
"GNAI3","GPSM2"
"GNAI3","NUCB1"
"GNAI3","RGS10"
"GNAI3","RGS12"
"GNAI3","RGS14"
"GNAI3","RGS18"
"GNAI3","RGS7"
"GNAI3","RIC8A"
"GNAO1","RGS4"
"GNAO1","RIC8A"
"GNAQ","CHRM3"
"GNAQ","PIK3CA"
"GNAQ","PLCB1"
"GNAQ","RIC8A"
"GNAQ","SLC9A3R1"
"GNAQ","TSHR"
"GNAS","ADRB3"
"GNAS","GNB1"
"GNAS","GNGT1"
"GNAS","RIC8B"
"GNAS","TTC1"
"GNAZ","EYA2"
"GNAZ","NMT1"
"GNAZ","PRKCD"
"GNB1","ARHGEF18"
"GNB1","CACNA1B"
"GNB1","GNB2L1"
"GNB1","GNG11"
"GNB1","GNG13"
"GNB1","HDAC5"
"GNB2","ANXA7"
"GNB2","CDKN1A"
"GNB2","FAM118B"
"GNB2","GNG7"
"GNB2L1","HABP4"
"GNB2L1","IKBKB"
"GNB2L1","INSR"
"GNB2L1","PABPC1"
"GNB2L1","PRKCB"
"GNB2L1","PRKD1"
"GNB2L1","RB1"
"GNB2L1","SYT1"
"GNB2L1","TUBB"
"GNB2L1","VCL"
"GNB5","EIF3J"
"GNB5","GNG7"
"GNG11","AMOTL2"
"GNG13","GNB2"
"GNG13","GNB3"
"GNG13","GNB5"
"GNG2","GNB5"
"GNG7","MPP3"
"GNL3","PPP2R5A"
"GNMT","NIF3L1"
"GNMT","NUDT18"
"GOLGA2","GORASP1"
"GOLGA2","GORASP2"
"GOLGA2","GPS2"
"GOLGA2","RAB1A"
"GOLGA2","TUBGCP4"
"GOLGA3","CASP7"
"GOLGA3","PLCB3"
"GOLGA3","TSNAX"
"GOLGA4","ARL3"
"GOLGA4","RAB6A"
"GOLGB1","USO1"
"GOPC","ABCA1"
"GOPC","GRID1"
"GOPC","GRID2"
"GOPC","RHOQ"
"GOPC","RTKN"
"GOPC","STX6"
"GORASP1","CASP7"
"GORASP1","PRKD2"
"GOSR1","GABARAPL2"
"GOSR1","USO1"
"GOSR2","USO1"
"GOT2","HSPA8"
"GOT2","MDH2"
"GP1BA","FLNA"
"GP1BA","OSGEP"
"GP6","FCGR2A"
"GP6","FYN"
"GP6","LYN"
"GPAA1","GRIK5"
"GPBP1L1","EIF3E"
"GPC1","APP"
"GPC1","COL18A1"
"GPC1","SLIT1"
"GPC1","VEGFA"
"GPNMB","PLA2G4A"
"GPR37","PARK2"
"GPRASP1","ADRB1"
"GPRASP1","GLP1R"
"GPRASP1","GRM1"
"GPRASP1","GRM5"
"GPRASP1","HMOX2"
"GPRASP1","MAP7D1"
"GPRASP1","OFD1"
"GPRASP1","STMN2"
"GPS1","COPS2"
"GPS1","CUL1"
"GPS1","CUL2"
"GPS1","CUL3"
"GPS1","TBC1D17"
"GPS2","C19orf57"
"GPS2","HDAC3"
"GPS2","TBL1XR1"
"GPSM2","GNAI2"
"GRAP","HTT"
"GRAP2","BEND5"
"GRAP2","BLNK"
"GRAP2","CCNDBP1"
"GRAP2","KIT"
"GRASP","GRM1"
"GRASP","GRM5"
"GRB10","BCR"
"GRB10","GIGYF1"
"GRB10","MAPK1"
"GRB10","RAF1"
"GRB14","PRKCZ"
"GRB14","SQSTM1"
"GRB2","ADAM12"
"GRB2","BCR"
"GRB2","BLNK"
"GRB2","CBLB"
"GRB2","CRKL"
"GRB2","DAB2"
"GRB2","DAG1"
"GRB2","DNM1"
"GRB2","DTX1"
"GRB2","EGF"
"GRB2","ERRFI1"
"GRB2","FGFR1"
"GRB2","GIT1"
"GRB2","HTT"
"GRB2","IRS1"
"GRB2","KHDRBS2"
"GRB2","MAP4K1"
"GRB2","MAPK12"
"GRB2","MAPK14"
"GRB2","NCKIPSD"
"GRB2","OCRL"
"GRB2","PAK1"
"GRB2","PIK3R1"
"GRB2","PNRC1"
"GRB2","PPP3CA"
"GRB2","PRKAR1A"
"GRB2","RALGPS1"
"GRB2","RASA1"
"GRB2","RPS6KA1"
"GRB2","SH3KBP1"
"GRB2","SHKBP1"
"GRB2","SPRY1"
"GRB2","SPRY2"
"GRB2","SRC"
"GRB2","USP8"
"GRB2","VAV1"
"GRB2","VAV2"
"GRB2","VAV3"
"GRB2","WAS"
"GRB7","AGAP1"
"GRB7","DOCK7"
"GRB7","DYNC1I1"
"GRB7","FGB"
"GRB7","GNB2"
"GRB7","MSH2"
"GRB7","PDHB"
"GRB7","RPS2"
"GRB7","TLE1"
"GRB7","TMSB4X"
"GRIA1","TRPC1"
"GRID2","GRIK5"
"GRID2","PTPN4"
"GRIK1","PICK1"
"GRIK1","SDCBP"
"GRIK2","CTNNB1"
"GRIK2","LIN7B"
"GRIK3","GRIK5"
"GRIN1","CALM1"
"GRIN1","CAMK2A"
"GRIN1","CDH2"
"GRIN1","CLTC"
"GRIN1","GRIN2D"
"GRIN1","HRAS"
"GRIN1","NEFL"
"GRIN1","PRKCB"
"GRIN1","PRKCE"
"GRIN1","RAP2A"
"GRIN1","SYNGAP1"
"GRIN2A","CAMK2A"
"GRIN2A","CDK5"
"GRIN2A","IL16"
"GRIN2A","PTPN4"
"GRIN2D","CIT"
"GRIN2D","CLTC"
"GRIN2D","IL16"
"GRIN2D","NANOS1"
"GRIPAP1","CCNT1"
"GRIPAP1","SMURF1"
"GRK1","CAV1"
"GRK5","CAV1"
"GRK5","GIT1"
"GRK5","TBXA2R"
"GRK6","ADRB2"
"GRK6","EDNRA"
"GRK6","GIT1"
"GRM1","EFNB2"
"GRM1","GAPDH"
"GRM1","HOMER1"
"GRM1","PRKCA"
"GRM1","TUBB"
"GRM3","SDCBP"
"GRM4","CALM1"
"GRM5","CALM3"
"GRM5","FLNA"
"GRM5","HOMER1"
"GRM5","HOMER3"
"GRM5","PRKCA"
"GRM5","PRKCB"
"GRM6","GNAO1"
"GRM7","CALM1"
"GRM7","FLNA"
"GRM7","TUBA1A"
"GRM7","TUBA1B"
"GRM7","TUBA3C"
"GRM8","PIAS1"
"GRM8","PIAS2"
"GRN","CCNT1"
"GRN","CDK9"
"GRP","DPP4"
"GRP","MEP1A"
"GSK3B","AXIN2"
"GSK3B","CHD3"
"GSK3B","CLEC3B"
"GSK3B","CSAD"
"GSK3B","DBI"
"GSK3B","DCTN3"
"GSK3B","EEF1A1"
"GSK3B","EFTUD2"
"GSK3B","EIF2B5"
"GSK3B","FAM83D"
"GSK3B","FRAT1"
"GSK3B","GYS1"
"GSK3B","LUC7L2"
"GSK3B","MCL1"
"GSK3B","MED24"
"GSK3B","MICAL1"
"GSK3B","NIN"
"GSK3B","OGT"
"GSK3B","PPP1R2"
"GSK3B","RCAN1"
"GSK3B","RPL36AL"
"GSK3B","RPLP1"
"GSK3B","RPS2"
"GSK3B","SAP30BP"
"GSK3B","VIM"
"GSK3B","XPNPEP1"
"GSN","ACTB"
"GSN","ACTN4"
"GSTM4","TLE1"
"GSTO1","SETDB1"
"GTF2A1","TAF4"
"GTF2B","GTF2E1"
"GTF2B","GTF2E2"
"GTF2B","GTF2F1"
"GTF2B","GTF2F2"
"GTF2B","TAF9"
"GTF2E1","GTF2A2"
"GTF2E2","ERCC3"
"GTF2E2","ERCC6"
"GTF2E2","GTF2B"
"GTF2E2","GTF2E1"
"GTF2E2","GTF2F2"
"GTF2E2","MNAT1"
"GTF2E2","SND1"
"GTF2E2","SUPT16H"
"GTF2F1","GTF2B"
"GTF2F1","PSMC2"
"GTF2F2","GTF2B"
"GTF2F2","GTF2E1"
"GTF2F2","GTF2E2"
"GTF2H1","CCNH"
"GTF2H1","CDK7"
"GTF2H1","GTF2E1"
"GTF2H1","GTF2E2"
"GTF2H1","PSMC2"
"GTF2I","ATF6"
"GTF2I","MAPK3"
"GTF2I","PIAS2"
"GTF2I","SRF"
"GTF2I","ZBTB17"
"GTF3C1","SUPT5H"
"GTF3C3","GTF3C5"
"GUCY2D","RGS9"
"GYS1","MAPKAPK5"
"GZMB","BID"
"GZMB","CASP9"
"GZMB","DFFA"
"GZMB","PRF1"
"GZMB","PRKDC"
"GZMB","PTK2"
"GZMB","SRGN"
"GZMB","UBE4B"
"H2AFX","MRE11A"
"H2AFX","NBN"
"H2AFX","OTUB1"
"H2AFX","SUPT5H"
"H2AFX","TP53BP1"
"HAAO","ARHGDIA"
"HABP4","PIAS3"
"HACL1","MAPK6"
"HAP1","ATP5J2"
"HAP1","MPP3"
"HAP1","MRPS9"
"HAPLN1","MMP3"
"HAPLN1","MMP7"
"HBEGF","CD44"
"HBEGF","FBLN1"
"HBEGF","LTBP3"
"HBP1","RBL2"
"HCFC1","MED25"
"HCFC1","PPARGC1A"
"HCFC1R1","HCFC1"
"HCK","ACTB"
"HCK","C2orf44"
"HCK","CBLB"
"HCK","DAAM1"
"HCK","HNRNPK"
"HCK","SF3B3"
"HCK","SH3KBP1"
"HCK","UBC"
"HCLS1","CASP3"
"HCLS1","CSNK2A1"
"HCLS1","HAX1"
"HCLS1","QKI"
"HCLS1","SH2D4A"
"HCRTR2","HCRT"
"HDAC1","CBFA2T3"
"HDAC1","CHD1"
"HDAC1","CHD4"
"HDAC1","HDAC3"
"HDAC1","RFC1"
"HDAC1","SAP18"
"HDAC1","SAP30"
"HDAC1","SETDB1"
"HDAC1","SIN3B"
"HDAC2","CTBP1"
"HDAC2","SAP30"
"HDAC2","SIN3A"
"HDAC2","SUV39H1"
"HDAC3","CBFA2T3"
"HDAC3","GTF2IRD1"
"HDAC3","HDAC1"
"HDAC3","NACC1"
"HDAC3","RB1"
"HDAC3","TBL1XR1"
"HDAC4","CBX5"
"HDAC4","CIITA"
"HDAC4","NACC1"
"HDAC5","BCOR"
"HDAC5","CBX5"
"HDAC5","CIITA"
"HDAC5","DDX20"
"HDAC5","SUV39H1"
"HDAC6","BCOR"
"HDAC6","EP300"
"HDAC6","SIRT2"
"HDAC7","HDAC3"
"HDAC7","SIN3A"
"HDAC7","YWHAG"
"HDAC9","CBX5"
"HDHD2","CRMP1"
"HDHD2","DVL1"
"HDHD2","PIP5K1C"
"HDHD2","SOD2"
"HDLBP","DHX9"
"HERPUD1","RPA2"
"HES1","CSNK1E"
"HES1","HEY2"
"HES1","ID3"
"HES1","NR4A1"
"HES1","TLE1"
"HEY1","ARNT"
"HEY1","GATA1"
"HEY2","ARNT"
"HEY2","HDAC1"
"HEYL","RBPMS"
"HEYL","SMAD7"
"HGF","CLEC3B"
"HGF","FN1"
"HGF","MET"
"HGS","AKAP8"
"HGS","BEGAIN"
"HGS","EHMT2"
"HGS","EXOC7"
"HGS","HAP1"
"HGS","KRT19"
"HGS","MED7"
"HGS","NEDD4"
"HGS","NMI"
"HGS","PELP1"
"HGS","SNAP25"
"HGS","UBE2I"
"HGS","UBQLN4"
"HGS","USHBP1"
"HHEX","SOX8"
"HIF1A","ARNT"
"HIF1A","CDKN2A"
"HIF1A","HIF3A"
"HIF1A","JUN"
"HIF1AN","HDAC1"
"HIP1","HTT"
"HIP1R","HTT"
"HIPK1","SNIP1"
"HIPK2","SUMO1"
"HIRIP3","HIRA"
"HIST1H1A","GADD45A"
"HIST1H1B","CDK2"
"HIST1H2AB","UHRF1"
"HIST1H3C","CBX1"
"HIST1H4A","TBL1X"
"HIST3H3","ASF1A"
"HIST3H3","BRD7"
"HIST3H3","CBX3"
"HIST3H3","CBX5"
"HIST3H3","GTF3C4"
"HIST3H3","HIRIP3"
"HIST3H3","SAP30"
"HIST3H3","SET"
"HIST3H3","SETDB1"
"HIVEP1","SMAD3"
"HIVEP3","FHL1"
"HK1","VDAC2"
"HK2","PRKCE"
"HK2","SLC2A4"
"HK2","UBQLN4"
"HMG20A","HPCAL1"
"HMG20B","PHF21A"
"HMG20B","TACC2"
"HMGA1","NFYA"
"HMGA1","POU3F1"
"HMGA1","RARG"
"HMGA1","SRF"
"HMGA1","SUFU"
"HMGB1","HR"
"HMGB1","RB1"
"HMGB1","TLE1"
"HMGB1","TLE2"
"HMGB1","ZFP36"
"HMGB2","SET"
"HMGCR","INSIG1"
